id	source	sent1	image1	sent2	image2	sim
coco-5551	coco	There are bananas hanging from a tree which is on the side of a mountain .	images/coco/COCO_train2014_000000039312.jpg	a few boys are bobbing for donuts on strings	images/coco/COCO_train2014_000000368160.jpg	0.5
coco-55657	coco	A group of people in boats on a river .	images/coco/COCO_train2014_000000255317.jpg	A group of people riding on the back of a boat in a river .	images/coco/COCO_val2014_000000248334.jpg	4
coco-5567	coco	A person sitting at a wooden table with pizza , and some other foods on a brown paper bag in front of him	images/coco/COCO_train2014_000000097514.jpg	A man sitting at a table with three slices of pizza .	images/coco/COCO_train2014_000000550870.jpg	2.8
coco-55742	coco	a pink and gray umbrella some water and a blue sky	images/coco/COCO_train2014_000000139653.jpg	The corner of a room painted half red and half blue with a clock and window appears upside down with a white ceiling-like floor complete with chandelier .	images/coco/COCO_val2014_000000183528.jpg	0
coco-55758	coco	a city scene of a sidewalk with a red fire hydrant on a sidewalk next to an ATM	images/coco/COCO_val2014_000000168337.jpg	A kitchen with a piece of gym equipment next to a window .	images/coco/COCO_train2014_000000096986.jpg	0.5
coco-55763	coco	A hamburger with fried kielbasi , cheese and onion with a side of fries .	images/coco/COCO_train2014_000000009062.jpg	A sandwich made with a meaty sauce sits on top of a plate .	images/coco/COCO_val2014_000000221914.jpg	2.2
coco-55767	coco	A black and white photo of a cat sleeping .	images/coco/COCO_train2014_000000478927.jpg	a black and white photo of a stuffed animal laying in a bed	images/coco/COCO_train2014_000000512304.jpg	1.4
coco-55779	coco	A group of people playing a game of frisbee on a field .	images/coco/COCO_train2014_000000488676.jpg	A group of baseball players standing on top of a field .	images/coco/COCO_train2014_000000538470.jpg	1.2
coco-55835	coco	A young lady holding a tennis racquet and a tennis ball .	images/coco/COCO_train2014_000000147543.jpg	Women in pink and blue playing tennis on a court .	images/coco/COCO_train2014_000000543695.jpg	3
coco-55847	coco	A close up of the intersection of two red street signs	images/coco/COCO_train2014_000000370736.jpg	A close up of street signs for downtown Sydney	images/coco/COCO_val2014_000000308828.jpg	3.6
coco-55891	coco	A dog that is in a living room near a group of people .	images/coco/COCO_train2014_000000521709.jpg	A group of people sitting in room with laptop and power chords .	images/coco/COCO_train2014_000000402083.jpg	2.25
coco-55913	coco	The reflection of two grazing cows in the water .	images/coco/COCO_train2014_000000096044.jpg	The two cows in thi=e field are facing opposite directions .	images/coco/COCO_train2014_000000452213.jpg	3.2
coco-55965	coco	A boy trying to hit a a baseball with a bat	images/coco/COCO_train2014_000000207647.jpg	A baseball player swinging a bat on top of a field .	images/coco/COCO_train2014_000000485267.jpg	3.5
coco-5600	coco	a group of young people playing a game of frisbee .	images/coco/COCO_train2014_000000189052.jpg	A group of people walking up a hill at a ski resort .	images/coco/COCO_train2014_000000259687.jpg	1
coco-56142	coco	A person holding a hot dog with ketchup on it .	images/coco/COCO_train2014_000000541105.jpg	A person holding a chili hot dog on a napkin .	images/coco/COCO_val2014_000000548555.jpg	2.8
coco-56186	coco	A man and baby elephant standing near a tree	images/coco/COCO_train2014_000000138948.jpg	A man and two little girls standing in front of a giraffe .	images/coco/COCO_train2014_000000197212.jpg	1.4
coco-562	coco	A couch and table in a small room .	images/coco/COCO_val2014_000000415949.jpg	A couple of beautiful women sitting at a table .	images/coco/COCO_train2014_000000023258.jpg	0
coco-56223	coco	A town street with a mountain in the background .	images/coco/COCO_train2014_000000245483.jpg	A town with vehicles in the middle of the road and people on motorcycles .	images/coco/COCO_train2014_000000063556.jpg	2.4
coco-56296	coco	a close up of a cake with a horse	images/coco/COCO_train2014_000000513983.jpg	a close up of a pair of scissors on a grid patern	images/coco/COCO_train2014_000000141756.jpg	1
coco-5640	coco	A white and black cat sleeping on top of a chair .	images/coco/COCO_train2014_000000008559.jpg	A pen sitting on top of a piece of paper on a clip board .	images/coco/COCO_train2014_000000308047.jpg	0
coco-56449	coco	A room filled with a large white dog and lots of food .	images/coco/COCO_train2014_000000137788.jpg	A photo of a white shack with a small door .	images/coco/COCO_val2014_000000562834.jpg	0
coco-56466	coco	A man standing by an oven with the door open .	images/coco/COCO_val2014_000000552775.jpg	A dog sitting on the floor in a room with an open door and a file cabinet .	images/coco/COCO_train2014_000000150211.jpg	0
coco-56496	coco	The desert is a chocolate cake with chocolate icing .	images/coco/COCO_train2014_000000190177.jpg	This is a chocolate cake with whipped cream and a chocolate on top .	images/coco/COCO_train2014_000000497390.jpg	3.8
coco-56526	coco	A white plate topped with food on a table .	images/coco/COCO_train2014_000000185902.jpg	A kitchen with all white appliances near a dining room table	images/coco/COCO_train2014_000000477040.jpg	1
coco-56604	coco	Cooked pork chops , carrots and potatoes on a white plate .	images/coco/COCO_val2014_000000067832.jpg	A hamburger , french fries , tomatoes , lettuce and an egg on a white plate .	images/coco/COCO_train2014_000000246496.jpg	2.4
coco-56706	coco	Three people lounge in a living room in front of the television .	images/coco/COCO_train2014_000000259060.jpg	A no parking sign in front of a row of houses .	images/coco/COCO_train2014_000000077154.jpg	0
coco-56766	coco	An elephant walking along a trail next to a grass field .	images/coco/COCO_val2014_000000155571.jpg	A large elephant with a small elephant next to it , standing in a large grass field .	images/coco/COCO_train2014_000000190884.jpg	3
coco-56781	coco	The skier is racing through the snow with ski poles .	images/coco/COCO_train2014_000000500226.jpg	The man smiles while standing in the snow with a pair of skis and ski poles .	images/coco/COCO_train2014_000000539932.jpg	3.4
coco-56826	coco	A bath tub inside of a bathroom next to a sink .	images/coco/COCO_train2014_000000066930.jpg	A white toilet sitting next to a bathroom sink .	images/coco/COCO_train2014_000000388768.jpg	2.6
coco-56868	coco	A bunch of chopped uncooked vegetables together including potatoes , carrots and other types of vegetables .	images/coco/COCO_train2014_000000404869.jpg	A container with a variety of vegetables , desserts , breads and other types of foods , with one spoon on top of the food items .	images/coco/COCO_val2014_000000356236.jpg	2.2
coco-5687	coco	A brown bear laying on grass next to a river .	images/coco/COCO_train2014_000000118342.jpg	A brown bear standing next to a giant rock .	images/coco/COCO_val2014_000000026159.jpg	3
coco-56915	coco	A TV set sitting on top of a shelf next to movies .	images/coco/COCO_val2014_000000434371.jpg	A TVsitting on top of a wooden stand next to a book shelf .	images/coco/COCO_train2014_000000463944.jpg	2.8
coco-56958	coco	The wing of a large jet above a distant landscape .	images/coco/COCO_train2014_000000220213.jpg	The wing that is on the outside of a plane window .	images/coco/COCO_train2014_000000421297.jpg	4.4
coco-57003	coco	A man doing a trick on a skateboard on a bench .	images/coco/COCO_val2014_000000411472.jpg	A boy doing a stunt on a skateboard	images/coco/COCO_val2014_000000306437.jpg	3.8
coco-57071	coco	A group of oranges hanging from tree branch with clouds in background .	images/coco/COCO_train2014_000000490578.jpg	A cardinal sitting on a small branch of a cherry tree .	images/coco/COCO_train2014_000000059451.jpg	1
coco-57158	coco	A group of young people sitting on a stone wall .	images/coco/COCO_train2014_000000061843.jpg	I group of people are standing around a young woman with a cake .	images/coco/COCO_train2014_000000493114.jpg	0.6
coco-5718	coco	A herd of zebra standing on top of a dry grass field .	images/coco/COCO_train2014_000000565332.jpg	A statue of a baby zebra nursing from its mother .	images/coco/COCO_train2014_000000106194.jpg	1.8
coco-57194	coco	A baseball player is holding a bat during a game .	images/coco/COCO_train2014_000000080295.jpg	A heavy set baseball player is taking a swing .	images/coco/COCO_train2014_000000277799.jpg	3.2
coco-57197	coco	A grizzly bear stares in the direction of the photographer .	images/coco/COCO_val2014_000000307658.jpg	A bear is swimming in the water .	images/coco/COCO_train2014_000000353605.jpg	2.8
coco-57223	coco	a lot of train cars that are on a train track	images/coco/COCO_train2014_000000016755.jpg	A train traveling on a track outside during the day .	images/coco/COCO_train2014_000000313659.jpg	2
coco-57289	coco	A large television on a stand displaying in a living room .	images/coco/COCO_train2014_000000216507.jpg	A television shown on a television in a media room	images/coco/COCO_train2014_000000130318.jpg	3.75
coco-57308	coco	a glass vase with blue glass flowers on a tabletop	images/coco/COCO_train2014_000000376153.jpg	a display window with several melting clocks on display .	images/coco/COCO_train2014_000000544815.jpg	1.2
coco-57362	coco	A bright yellow locomotive waits on the train tracks .	images/coco/COCO_train2014_000000135086.jpg	A yellow and blue train traveling on the tracks	images/coco/COCO_train2014_000000464555.jpg	3.2
coco-57367	coco	A train traveling over a bridge next to a brick wall .	images/coco/COCO_train2014_000000522302.jpg	A woman standing underneath an opened umbrella in front of a wall .	images/coco/COCO_train2014_000000281215.jpg	0
coco-57379	coco	Black and white photograph of a living area with table and cabinets .	images/coco/COCO_train2014_000000186405.jpg	Black and white photograph of a train at a station under a footbridge	images/coco/COCO_train2014_000000513837.jpg	1.2
coco-57397	coco	A baseball player holding a bat next to home plate .	images/coco/COCO_train2014_000000024571.jpg	A father throwing a baseball to his child holding a bat .	images/coco/COCO_val2014_000000006712.jpg	1.6
coco-57415	coco	a very tall building with a city clock on	images/coco/COCO_val2014_000000477820.jpg	A cyclist peruses a building on a city street..	images/coco/COCO_train2014_000000198263.jpg	1
coco-57421	coco	A duck feeds her babies in the grass	images/coco/COCO_train2014_000000451420.jpg	Two neutral colored birds with long legs in the grass	images/coco/COCO_train2014_000000437100.jpg	2.6
coco-57483	coco	A fire hydrant sitting next to a tree in a forest .	images/coco/COCO_val2014_000000581731.jpg	A group of small huts sitting next to a patch of grass .	images/coco/COCO_train2014_000000514581.jpg	0
coco-57494	coco	a young boy holding a baseball play on a field .	images/coco/COCO_train2014_000000330236.jpg	some baseball players are playing baseball on a field	images/coco/COCO_val2014_000000535668.jpg	2
coco-57525	coco	A bunch of fresh frozen fruit sitting here .	images/coco/COCO_train2014_000000386426.jpg	A view of a bunch of small appetizers on a plate .	images/coco/COCO_train2014_000000428345.jpg	1
coco-57543	coco	A person with an umbrella walking through the grass .	images/coco/COCO_val2014_000000497106.jpg	A man walking with his surfboard on the beach .	images/coco/COCO_train2014_000000556185.jpg	0.5
coco-57631	coco	A skier crashes while a group of seven travels in the background .	images/coco/COCO_val2014_000000562241.jpg	A skier does a flip while others watch in the background .	images/coco/COCO_train2014_000000451713.jpg	2.75
coco-57654	coco	A person skiing fast down a hill in the snow .	images/coco/COCO_val2014_000000543218.jpg	A woman is skiing down a snowy hill alone .	images/coco/COCO_train2014_000000055937.jpg	3.25
coco-57760	coco	A person in the ocean laying on a surf board .	images/coco/COCO_train2014_000000452814.jpg	A person riding the a wave on a surf board .	images/coco/COCO_train2014_000000576625.jpg	3.2
coco-57782	coco	A man standing on top of a slab of cement .	images/coco/COCO_val2014_000000154861.jpg	A young girl standing on top of a grass covered field .	images/coco/COCO_val2014_000000124873.jpg	1.8
coco-57806	coco	Two horses and a foal stand in a grassy field below mountains .	images/coco/COCO_train2014_000000012021.jpg	Two horses standing in a fenced in field	images/coco/COCO_train2014_000000572353.jpg	3.8
coco-57808	coco	A stuffed animal that is attached to a window of a car .	images/coco/COCO_train2014_000000245089.jpg	A computer keyboard , mouse , and a animal 's tail which could belong to a cat .	images/coco/COCO_train2014_000000403577.jpg	0
coco-57858	coco	An elephant walking through a field near a vulture .	images/coco/COCO_train2014_000000099628.jpg	an elephant is walking through a grassy field	images/coco/COCO_train2014_000000191120.jpg	3.5
coco-57923	coco	A stop sign next to a building at a street corner .	images/coco/COCO_train2014_000000034063.jpg	a close up of a street sign near a building	images/coco/COCO_train2014_000000430665.jpg	3
coco-57959	coco	Older white refrigerator near a red countertop and a bed in the other room .	images/coco/COCO_val2014_000000169891.jpg	A picture of some appliances stove , dishwasher , refridgerator and microwave , in a kitchen .	images/coco/COCO_train2014_000000376047.jpg	3
coco-57972	coco	a subway train parked next to a station with people standing next to	images/coco/COCO_train2014_000000490261.jpg	a blue and white train traveling on a train track next to a park .	images/coco/COCO_train2014_000000559024.jpg	2.2
coco-5798	coco	A large group of young people on skates in a parking lot .	images/coco/COCO_train2014_000000288283.jpg	A large group of people on bikes on a street .	images/coco/COCO_train2014_000000536145.jpg	1.4
coco-57984	coco	A red and white bicycle next to a building and door .	images/coco/COCO_val2014_000000203317.jpg	a bike parked next to a black and white advertisement in French	images/coco/COCO_val2014_000000087493.jpg	3
coco-57998	coco	a close up of a woman next to a horse	images/coco/COCO_val2014_000000078490.jpg	A man and a woman are riding a motorcycle .	images/coco/COCO_val2014_000000349437.jpg	0
coco-58219	coco	A window on a brick wall is allowing the sun into the room .	images/coco/COCO_train2014_000000365578.jpg	the room is made of wood on the wall . the Sofas are pink	images/coco/COCO_train2014_000000183445.jpg	1.8
coco-5829	coco	Five glasses of different kinds of wine on a table .	images/coco/COCO_val2014_000000576831.jpg	Four half filled glasses of wine sit upon a tray on a small round table .	images/coco/COCO_train2014_000000534168.jpg	3.25
coco-58319	coco	A car and a pickup truck are stopped in a lot near a forest .	images/coco/COCO_train2014_000000456949.jpg	A school bus sits in a field near a tree .	images/coco/COCO_train2014_000000122403.jpg	1.8
coco-58324	coco	a brown black and white cat sitting on a couch	images/coco/COCO_val2014_000000006589.jpg	A black and white cat sitting on a desk next to a printer .	images/coco/COCO_train2014_000000118089.jpg	3.5
coco-58347	coco	A group of people riding skis down a snow covered slope .	images/coco/COCO_train2014_000000503844.jpg	A man standing on a snow covered ski slope on a ski .	images/coco/COCO_train2014_000000274690.jpg	3.6
coco-58397	coco	A group of people standing in a hallway talking	images/coco/COCO_train2014_000000512503.jpg	a group of people holding hats and clocks	images/coco/COCO_train2014_000000422020.jpg	1.2
coco-58413	coco	A woman holding a tennis racquet on a court .	images/coco/COCO_train2014_000000544001.jpg	A man swinging a tennis racquet at a ball on a court .	images/coco/COCO_train2014_000000313541.jpg	3
coco-58433	coco	A boy wearing a baseball glove with his hand on top of his head .	images/coco/COCO_train2014_000000510424.jpg	A lady with scissors stuck in her head covered in blood .	images/coco/COCO_train2014_000000232280.jpg	0.25
coco-58495	coco	A german airplane is on an airport runway .	images/coco/COCO_train2014_000000005396.jpg	A large airplane sitting on top of an airport tarmac .	images/coco/COCO_train2014_000000313525.jpg	3.75
coco-58507	coco	A baseball player getting ready to throw a baseball .	images/coco/COCO_val2014_000000311015.jpg	A baseball player swinging a bat on to of a field .	images/coco/COCO_val2014_000000432820.jpg	2
coco-58551	coco	A man skiing down the slopes of a mountain .	images/coco/COCO_val2014_000000496360.jpg	A plate of doughnuts sits before a young man .	images/coco/COCO_train2014_000000090444.jpg	0
coco-58646	coco	A piece of luggage sitting on the floor next to a persons feet .	images/coco/COCO_train2014_000000339373.jpg	Two backpacks sitting on a small sleeping area .	images/coco/COCO_val2014_000000444777.jpg	2.6
coco-58781	coco	Elephants are standing in a row on a hill next to some men .	images/coco/COCO_train2014_000000216332.jpg	Two elephants standing near each other in a green area	images/coco/COCO_val2014_000000045710.jpg	3.6
coco-58795	coco	A bird with spread wings is on the sand .	images/coco/COCO_train2014_000000319621.jpg	Two pelicans on the sidewalk in the foreground with several more in the water in the background	images/coco/COCO_val2014_000000223554.jpg	2.8
coco-58874	coco	A woman holding a pizza in her hand in the middle of a kitchen .	images/coco/COCO_train2014_000000265810.jpg	A picture of a glazed donut with meat in the middle .	images/coco/COCO_train2014_000000160143.jpg	0
coco-58901	coco	a blue and yellow train engine sitting on the tracks	images/coco/COCO_train2014_000000570618.jpg	Three blue and yellow trains in a row on tracks .	images/coco/COCO_train2014_000000141008.jpg	3.6
coco-58945	coco	A fireplace lit in a living room with living room furniture .	images/coco/COCO_train2014_000000545135.jpg	A white toilet in a very small room .	images/coco/COCO_train2014_000000254853.jpg	0.6
coco-59026	coco	A traffic light sitting next to a street light .	images/coco/COCO_train2014_000000475810.jpg	A traffic street light attached to a pole .	images/coco/COCO_train2014_000000156985.jpg	3.75
coco-59032	coco	Several remotes lay in a row and include a black one and a silver one .	images/coco/COCO_train2014_000000420366.jpg	Pushing the number one button on a remote .	images/coco/COCO_train2014_000000467081.jpg	2
coco-59115	coco	A pile of stuffed teddy bears sitting next to each other .	images/coco/COCO_train2014_000000452783.jpg	A pile of different types of teddy bears .	images/coco/COCO_train2014_000000061144.jpg	4
coco-59117	coco	A few bicycles parked outside a building door .	images/coco/COCO_train2014_000000411155.jpg	A person is walking with a surfboard outside	images/coco/COCO_val2014_000000435910.jpg	0.2
coco-59128	coco	a street sign below a bunch of power lines	images/coco/COCO_val2014_000000550084.jpg	Empty street in front of a fast food restaurant .	images/coco/COCO_train2014_000000570807.jpg	0.75
coco-59163	coco	A group of people in a living room with a Christmas tree .	images/coco/COCO_train2014_000000434354.jpg	A group of people with kids sitting in a living room .	images/coco/COCO_train2014_000000049309.jpg	2.6
coco-59226	coco	A pile of cell phones sitting on top of a table .	images/coco/COCO_val2014_000000030407.jpg	A party sub sitting on top of a table next to drinks .	images/coco/COCO_train2014_000000312126.jpg	0.8
coco-59242	coco	A man in a field contorting to catch a frisbee .	images/coco/COCO_val2014_000000468612.jpg	Two boys jump to catch a frisbee in a grassy field .	images/coco/COCO_train2014_000000350204.jpg	2.8
coco-59257	coco	The people are sitting together on a bench .	images/coco/COCO_train2014_000000327338.jpg	The people are sitting down together having a meeting .	images/coco/COCO_train2014_000000481728.jpg	2.2
coco-5933	coco	A group of people standing around a field flying a kite .	images/coco/COCO_val2014_000000526188.jpg	A group of people standing on a baseball field around a podium .	images/coco/COCO_train2014_000000320115.jpg	1.5
coco-59357	coco	A bicycle locked on a rail by the beach .	images/coco/COCO_train2014_000000359048.jpg	A few people with umbrellas sitting on a bench by the water .	images/coco/COCO_train2014_000000103759.jpg	2.25
coco-59422	coco	A man wearing a red jacket while holding a smart device .	images/coco/COCO_train2014_000000146436.jpg	A cat laying on a surface with a person holding up gag glasses to its face .	images/coco/COCO_val2014_000000549649.jpg	0
coco-5943	coco	A black and white cat sitting on top of a red suitcase .	images/coco/COCO_val2014_000000277793.jpg	A man in a black mask wearing a nice suit sitting and reading a newspaper .	images/coco/COCO_train2014_000000241283.jpg	0
coco-59537	coco	a lady sitting on a mattress on the floor on her computer	images/coco/COCO_train2014_000000035979.jpg	A girl sitting on the floor next to a bed , holding a toothbrush .	images/coco/COCO_train2014_000000287386.jpg	1.6
coco-59553	coco	a street sign resting on the street next to a field of grass	images/coco/COCO_train2014_000000160034.jpg	A man holding a street sign giving directions on a city road	images/coco/COCO_val2014_000000278749.jpg	1.6
coco-59597	coco	A man in a blue shirt holding a white plate with some food on it .	images/coco/COCO_train2014_000000332204.jpg	A man in black jacket holding skis on a slope .	images/coco/COCO_train2014_000000460821.jpg	1
coco-59604	coco	a portrait of a zebra in field with other zebra	images/coco/COCO_val2014_000000048376.jpg	Two zebra embracing each other on a field .	images/coco/COCO_train2014_000000486960.jpg	3.25
coco-59639	coco	a man is in the air on a skateboard	images/coco/COCO_val2014_000000117028.jpg	A man is snow boarding on a patch of snow .	images/coco/COCO_train2014_000000182937.jpg	1.75
coco-59657	coco	there are many cows on a farm next to a freeway	images/coco/COCO_train2014_000000045573.jpg	a group of airplanes with a big building next to them	images/coco/COCO_train2014_000000009599.jpg	0
coco-59695	coco	A couple of dirty toilets in a bathroom .	images/coco/COCO_train2014_000000474279.jpg	Two chairs are in this bathroom with a purse sitting on one of them .	images/coco/COCO_train2014_000000140821.jpg	2.5
coco-59700	coco	a woman is walking down the sidewalk of a street	images/coco/COCO_val2014_000000120745.jpg	A bunch of sheep walking across a bridge .	images/coco/COCO_val2014_000000489382.jpg	0.2
coco-59778	coco	A very large bridge spanning over the width of a river .	images/coco/COCO_val2014_000000411184.jpg	A line of elephants are being led across a bridge .	images/coco/COCO_train2014_000000488244.jpg	1.4
coco-59790	coco	Two skiers stand in a flat part of a mountain .	images/coco/COCO_train2014_000000097097.jpg	a person on skis jumping down part of a hill	images/coco/COCO_val2014_000000545583.jpg	2.25
coco-59804	coco	A banana and a nearly empty bowl of food resting on top of a table .	images/coco/COCO_val2014_000000348708.jpg	A tray containing a variety of food items representing a full course meal .	images/coco/COCO_train2014_000000094885.jpg	1.8
coco-59826	coco	A group of people standing around playing a Wii game	images/coco/COCO_train2014_000000390002.jpg	A group of kids playing a video game .	images/coco/COCO_train2014_000000186753.jpg	4
coco-59920	coco	A plant is in a pot sitting on a table .	images/coco/COCO_train2014_000000492302.jpg	A potted plant sitting on a table next to a chair .	images/coco/COCO_val2014_000000546674.jpg	3.8
coco-59977	coco	A motorcycle sitting on display on a driveway .	images/coco/COCO_val2014_000000138599.jpg	A huge teddy bear sitting on a parked motorcycle .	images/coco/COCO_val2014_000000005965.jpg	2.75
coco-5998	coco	A green bus on side of street next to fence and signs .	images/coco/COCO_train2014_000000131579.jpg	parked cars , motorcycles and buses on a cobblestone parking lot next to a street .	images/coco/COCO_val2014_000000033854.jpg	1.4
coco-60011	coco	A man and a boy are playing tennis on tennis court .	images/coco/COCO_train2014_000000076636.jpg	A man in a white shirt leaning on a tennis net .	images/coco/COCO_train2014_000000476651.jpg	1.6
coco-60049	coco	a girl in black shirt hitting tennis ball .	images/coco/COCO_val2014_000000351588.jpg	a girl in tennis clothing hitting a tennis ball with a racket	images/coco/COCO_train2014_000000240243.jpg	3.6
coco-60088	coco	a male with a black tie and a boy in a red white and black shirt	images/coco/COCO_val2014_000000042413.jpg	Close up of a black sit with white shirt and white and gold cufflinks .	images/coco/COCO_train2014_000000521978.jpg	1.25
coco-60099	coco	A man holding a baseball bat while standing in an airport .	images/coco/COCO_train2014_000000001204.jpg	A baseball player holding a bat next to home plate .	images/coco/COCO_val2014_000000191925.jpg	1.8
coco-60122	coco	a cat eating some food on the floor while another cat looks at it	images/coco/COCO_train2014_000000385379.jpg	a dog and a cat lay on the floor touching paws	images/coco/COCO_train2014_000000532975.jpg	2.2
coco-60204	coco	A group of people standing around in a room with a large clock .	images/coco/COCO_val2014_000000151092.jpg	A dog is in a room with people and other dogs .	images/coco/COCO_train2014_000000217495.jpg	0
coco-6021	coco	a bunch of cows and baby cows in a line in a barn	images/coco/COCO_val2014_000000271892.jpg	A man pulling a wheel barrel with a bunch of bananas in it .	images/coco/COCO_val2014_000000036460.jpg	0
coco-60231	coco	A green and white traffic sign at night .	images/coco/COCO_train2014_000000203191.jpg	A traffic light above two orange and white road construction signs .	images/coco/COCO_train2014_000000178009.jpg	2
coco-60319	coco	a fully baked pizza sitting on a plate on a table	images/coco/COCO_val2014_000000316505.jpg	A pizza sitting on top of a basket on top of a table .	images/coco/COCO_train2014_000000578147.jpg	4
coco-60344	coco	A bathroom contains a shower , a sink , and a mirror .	images/coco/COCO_val2014_000000323959.jpg	A bathroom with a toilet , sink , towel rack and paper roll .	images/coco/COCO_train2014_000000130206.jpg	3.6
coco-60350	coco	A man on a chair in a room with a suitcase	images/coco/COCO_train2014_000000396780.jpg	a living room with a door and couch in it	images/coco/COCO_train2014_000000150671.jpg	0.25
coco-60406	coco	A small airplane is in the air against a blue sky .	images/coco/COCO_train2014_000000311250.jpg	Red air planes flying in formation in a clear blue sky	images/coco/COCO_train2014_000000532753.jpg	2.2
coco-60428	coco	A baby sits at a white table and on the table are a baby bottle and a cupcake with a one sitting on it .	images/coco/COCO_val2014_000000127170.jpg	A green vase sitting on a stand on a table .	images/coco/COCO_val2014_000000431401.jpg	0
coco-60487	coco	a large elephant partially submerged in a body of water	images/coco/COCO_train2014_000000348348.jpg	A baby elephant standing in the mud next to a body of water .	images/coco/COCO_val2014_000000551459.jpg	2.6
coco-60502	coco	A herd of sheep standing on top of a grass covered field .	images/coco/COCO_val2014_000000029094.jpg	A herd of cattle standing on top of a dirt and grass field .	images/coco/COCO_val2014_000000549936.jpg	3.2
coco-60533	coco	A woman with long brown hair wearing a white blouse and a bow tie .	images/coco/COCO_train2014_000000172105.jpg	A pretty brunette dressed with a blouse and a bow tie .	images/coco/COCO_train2014_000000579716.jpg	4.4
coco-60576	coco	A pizza with tomatoes sitting on top of a black cloth .	images/coco/COCO_val2014_000000532009.jpg	a close up of a pizza on a black surface	images/coco/COCO_train2014_000000283196.jpg	4
coco-60590	coco	A toilet with a full trash can next to a sink .	images/coco/COCO_train2014_000000163130.jpg	A toilet is next to a urinal in a bathroom .	images/coco/COCO_train2014_000000107051.jpg	2.4
coco-60592	coco	A white toilet sitting on a white and black checker tile floor .	images/coco/COCO_train2014_000000196977.jpg	A yellow and white cake if for a birthday .	images/coco/COCO_train2014_000000209809.jpg	0.4
coco-60607	coco	Group of green and yellow fruit sitting in a green bowl .	images/coco/COCO_train2014_000000518807.jpg	Two green apples , one orange and one banana arranged in the shape of smile .	images/coco/COCO_val2014_000000513342.jpg	2
coco-60743	coco	A white and red bus driving down a street .	images/coco/COCO_train2014_000000258794.jpg	A white stove and refrigerator in a room .	images/coco/COCO_train2014_000000179019.jpg	0
coco-6075	coco	A group of people ride bicycles in the streets .	images/coco/COCO_train2014_000000022741.jpg	A bus is stopping to pick up people in the snow .	images/coco/COCO_train2014_000000497617.jpg	1
coco-60753	coco	A group of men sitting around a table eating food .	images/coco/COCO_val2014_000000185686.jpg	A group of young people standing around a table with two cakes .	images/coco/COCO_train2014_000000297495.jpg	3.25
coco-60761	coco	Giant clocks place on the sides of a tower in the distance	images/coco/COCO_val2014_000000143167.jpg	A Wrong Way sign in the foreground of a church steeple .	images/coco/COCO_val2014_000000052726.jpg	1.2
coco-60791	coco	Some giraffes and ostriches in a grass field with trees .	images/coco/COCO_train2014_000000259446.jpg	Three giraffes in a field with a fence	images/coco/COCO_train2014_000000217511.jpg	2.6
coco-60803	coco	A meal consisting of a large salad and a half of a sandwich .	images/coco/COCO_val2014_000000103628.jpg	A plate of food sits on a white table .	images/coco/COCO_val2014_000000012375.jpg	3
coco-60813	coco	a person skiing on a snow covered snow bank .	images/coco/COCO_val2014_000000473121.jpg	a person riding skis on a snowy surface	images/coco/COCO_val2014_000000540207.jpg	4.4
coco-60826	coco	A couple of young men walking down a street together .	images/coco/COCO_val2014_000000424268.jpg	A young person rides down the street on a skateboard .	images/coco/COCO_val2014_000000149571.jpg	1.2
coco-60829	coco	A group of men standing behind a pile of green bananas .	images/coco/COCO_train2014_000000317292.jpg	A group of people standing on top of a lush green field .	images/coco/COCO_val2014_000000539453.jpg	1.2
coco-60880	coco	A white table filled with plates and bowls of food .	images/coco/COCO_train2014_000000492069.jpg	Two plates filled with pizza are sitting on the table .	images/coco/COCO_val2014_000000211282.jpg	2.6
coco-60890	coco	a group of people walk down a street	images/coco/COCO_train2014_000000134447.jpg	a group of people in black are in a room	images/coco/COCO_val2014_000000529917.jpg	2.25
coco-60894	coco	A woman holding a white umbrella in front of blue curtains .	images/coco/COCO_train2014_000000163292.jpg	A woman standing in front of a fruit stand with an umbrella .	images/coco/COCO_train2014_000000567274.jpg	1.8
coco-60909	coco	A group of people sitting at a dining table at a restaurant .	images/coco/COCO_train2014_000000108375.jpg	Pizzas are on plates on a dining table .	images/coco/COCO_val2014_000000115752.jpg	0.8
coco-60915	coco	A view of a city and a body of water from a plane .	images/coco/COCO_val2014_000000287559.jpg	a couple of large airplanes that are parked in a parking lot	images/coco/COCO_train2014_000000130973.jpg	1.2
coco-61016	coco	A large monument with a clock near the top .	images/coco/COCO_train2014_000000022164.jpg	A clock tower with a red flag at the top .	images/coco/COCO_val2014_000000193114.jpg	3.2
coco-61057	coco	a number of animals on a field with mountains in the background	images/coco/COCO_val2014_000000264506.jpg	A man stand on a snow slope with mountains in the background .	images/coco/COCO_train2014_000000190455.jpg	2.2
coco-61072	coco	Two zebras running in a field past brush	images/coco/COCO_train2014_000000460964.jpg	A zebra looking animal standing in a field .	images/coco/COCO_train2014_000000323494.jpg	3.6
coco-61099	coco	a woman jumping up a bit to hit a tennis ball	images/coco/COCO_train2014_000000515392.jpg	A tennis player jumps to hit a tennis ball .	images/coco/COCO_train2014_000000272064.jpg	3.75
coco-61108	coco	A young boy wearing a baseball uniform and holding a baseball bat .	images/coco/COCO_train2014_000000472209.jpg	A man is swinging a baseball bat on the field .	images/coco/COCO_val2014_000000175356.jpg	1.8
